Scenario,process_time_call_ambulance,process_time_ambulance_response,process_ambulance_on_scene_duration,process_msu_dispatch,process_msu_thrombolysis,process_msu_on_scene_post_thrombolysis,process_time_arrival_to_needle,transfer_time_delay,process_time_arrival_to_puncture,process_time_transfer_arrival_to_puncture,process_time_msu_arrival_to_puncture
50550,60,45,40,15,15,15,30,30,30,60,30
50551,60,45,40,15,15,15,30,30,30,60,45
50552,60,45,40,15,15,15,30,30,30,60,60
50553,60,45,40,15,15,15,30,30,45,30,30
50554,60,45,40,15,15,15,30,30,45,30,45
50555,60,45,40,15,15,15,30,30,45,30,60
50556,60,45,40,15,15,15,30,30,45,45,30
50557,60,45,40,15,15,15,30,30,45,45,45
50558,60,45,40,15,15,15,30,30,45,45,60
50559,60,45,40,15,15,15,30,30,45,60,30
50560,60,45,40,15,15,15,30,30,45,60,45
50561,60,45,40,15,15,15,30,30,45,60,60
50562,60,45,40,15,15,15,30,30,60,30,30
50563,60,45,40,15,15,15,30,30,60,30,45
50564,60,45,40,15,15,15,30,30,60,30,60
50565,60,45,40,15,15,15,30,30,60,45,30
50566,60,45,40,15,15,15,30,30,60,45,45
50567,60,45,40,15,15,15,30,30,60,45,60
50568,60,45,40,15,15,15,30,30,60,60,30
50569,60,45,40,15,15,15,30,30,60,60,45
50570,60,45,40,15,15,15,30,30,60,60,60
50571,60,45,40,15,15,15,30,60,30,30,30
50572,60,45,40,15,15,15,30,60,30,30,45
50573,60,45,40,15,15,15,30,60,30,30,60
50574,60,45,40,15,15,15,30,60,30,45,30
50575,60,45,40,15,15,15,30,60,30,45,45
50576,60,45,40,15,15,15,30,60,30,45,60
50577,60,45,40,15,15,15,30,60,30,60,30
50578,60,45,40,15,15,15,30,60,30,60,45
50579,60,45,40,15,15,15,30,60,30,60,60
50580,60,45,40,15,15,15,30,60,45,30,30
50581,60,45,40,15,15,15,30,60,45,30,45
50582,60,45,40,15,15,15,30,60,45,30,60
50583,60,45,40,15,15,15,30,60,45,45,30
50584,60,45,40,15,15,15,30,60,45,45,45
50585,60,45,40,15,15,15,30,60,45,45,60
50586,60,45,40,15,15,15,30,60,45,60,30
50587,60,45,40,15,15,15,30,60,45,60,45
50588,60,45,40,15,15,15,30,60,45,60,60
50589,60,45,40,15,15,15,30,60,60,30,30
50590,60,45,40,15,15,15,30,60,60,30,45
50591,60,45,40,15,15,15,30,60,60,30,60
50592,60,45,40,15,15,15,30,60,60,45,30
50593,60,45,40,15,15,15,30,60,60,45,45
50594,60,45,40,15,15,15,30,60,60,45,60
50595,60,45,40,15,15,15,30,60,60,60,30
50596,60,45,40,15,15,15,30,60,60,60,45
50597,60,45,40,15,15,15,30,60,60,60,60
50598,60,45,40,15,15,15,30,90,30,30,30
50599,60,45,40,15,15,15,30,90,30,30,45
50600,60,45,40,15,15,15,30,90,30,30,60
50601,60,45,40,15,15,15,30,90,30,45,30
50602,60,45,40,15,15,15,30,90,30,45,45
50603,60,45,40,15,15,15,30,90,30,45,60
50604,60,45,40,15,15,15,30,90,30,60,30
50605,60,45,40,15,15,15,30,90,30,60,45
50606,60,45,40,15,15,15,30,90,30,60,60
50607,60,45,40,15,15,15,30,90,45,30,30
50608,60,45,40,15,15,15,30,90,45,30,45
50609,60,45,40,15,15,15,30,90,45,30,60
50610,60,45,40,15,15,15,30,90,45,45,30
50611,60,45,40,15,15,15,30,90,45,45,45
50612,60,45,40,15,15,15,30,90,45,45,60
50613,60,45,40,15,15,15,30,90,45,60,30
50614,60,45,40,15,15,15,30,90,45,60,45
50615,60,45,40,15,15,15,30,90,45,60,60
50616,60,45,40,15,15,15,30,90,60,30,30
50617,60,45,40,15,15,15,30,90,60,30,45
50618,60,45,40,15,15,15,30,90,60,30,60
50619,60,45,40,15,15,15,30,90,60,45,30
50620,60,45,40,15,15,15,30,90,60,45,45
50621,60,45,40,15,15,15,30,90,60,45,60
50622,60,45,40,15,15,15,30,90,60,60,30
50623,60,45,40,15,15,15,30,90,60,60,45
50624,60,45,40,15,15,15,30,90,60,60,60
50625,60,45,40,15,15,15,45,30,30,30,30
50626,60,45,40,15,15,15,45,30,30,30,45
50627,60,45,40,15,15,15,45,30,30,30,60
50628,60,45,40,15,15,15,45,30,30,45,30
50629,60,45,40,15,15,15,45,30,30,45,45
50630,60,45,40,15,15,15,45,30,30,45,60
50631,60,45,40,15,15,15,45,30,30,60,30
50632,60,45,40,15,15,15,45,30,30,60,45
50633,60,45,40,15,15,15,45,30,30,60,60
50634,60,45,40,15,15,15,45,30,45,30,30
50635,60,45,40,15,15,15,45,30,45,30,45
50636,60,45,40,15,15,15,45,30,45,30,60
50637,60,45,40,15,15,15,45,30,45,45,30
50638,60,45,40,15,15,15,45,30,45,45,45
50639,60,45,40,15,15,15,45,30,45,45,60
50640,60,45,40,15,15,15,45,30,45,60,30
50641,60,45,40,15,15,15,45,30,45,60,45
50642,60,45,40,15,15,15,45,30,45,60,60
50643,60,45,40,15,15,15,45,30,60,30,30
50644,60,45,40,15,15,15,45,30,60,30,45
50645,60,45,40,15,15,15,45,30,60,30,60
50646,60,45,40,15,15,15,45,30,60,45,30
50647,60,45,40,15,15,15,45,30,60,45,45
50648,60,45,40,15,15,15,45,30,60,45,60
50649,60,45,40,15,15,15,45,30,60,60,30
50650,60,45,40,15,15,15,45,30,60,60,45
50651,60,45,40,15,15,15,45,30,60,60,60
50652,60,45,40,15,15,15,45,60,30,30,30
50653,60,45,40,15,15,15,45,60,30,30,45
50654,60,45,40,15,15,15,45,60,30,30,60
50655,60,45,40,15,15,15,45,60,30,45,30
50656,60,45,40,15,15,15,45,60,30,45,45
50657,60,45,40,15,15,15,45,60,30,45,60
50658,60,45,40,15,15,15,45,60,30,60,30
50659,60,45,40,15,15,15,45,60,30,60,45
50660,60,45,40,15,15,15,45,60,30,60,60
50661,60,45,40,15,15,15,45,60,45,30,30
50662,60,45,40,15,15,15,45,60,45,30,45
50663,60,45,40,15,15,15,45,60,45,30,60
50664,60,45,40,15,15,15,45,60,45,45,30
50665,60,45,40,15,15,15,45,60,45,45,45
50666,60,45,40,15,15,15,45,60,45,45,60
50667,60,45,40,15,15,15,45,60,45,60,30
50668,60,45,40,15,15,15,45,60,45,60,45
50669,60,45,40,15,15,15,45,60,45,60,60
50670,60,45,40,15,15,15,45,60,60,30,30
50671,60,45,40,15,15,15,45,60,60,30,45
50672,60,45,40,15,15,15,45,60,60,30,60
50673,60,45,40,15,15,15,45,60,60,45,30
50674,60,45,40,15,15,15,45,60,60,45,45
50675,60,45,40,15,15,15,45,60,60,45,60
50676,60,45,40,15,15,15,45,60,60,60,30
50677,60,45,40,15,15,15,45,60,60,60,45
50678,60,45,40,15,15,15,45,60,60,60,60
50679,60,45,40,15,15,15,45,90,30,30,30
50680,60,45,40,15,15,15,45,90,30,30,45
50681,60,45,40,15,15,15,45,90,30,30,60
50682,60,45,40,15,15,15,45,90,30,45,30
50683,60,45,40,15,15,15,45,90,30,45,45
50684,60,45,40,15,15,15,45,90,30,45,60
50685,60,45,40,15,15,15,45,90,30,60,30
50686,60,45,40,15,15,15,45,90,30,60,45
50687,60,45,40,15,15,15,45,90,30,60,60
50688,60,45,40,15,15,15,45,90,45,30,30
50689,60,45,40,15,15,15,45,90,45,30,45
50690,60,45,40,15,15,15,45,90,45,30,60
50691,60,45,40,15,15,15,45,90,45,45,30
50692,60,45,40,15,15,15,45,90,45,45,45
50693,60,45,40,15,15,15,45,90,45,45,60
50694,60,45,40,15,15,15,45,90,45,60,30
50695,60,45,40,15,15,15,45,90,45,60,45
50696,60,45,40,15,15,15,45,90,45,60,60
50697,60,45,40,15,15,15,45,90,60,30,30
50698,60,45,40,15,15,15,45,90,60,30,45
50699,60,45,40,15,15,15,45,90,60,30,60
50700,60,45,40,15,15,15,45,90,60,45,30
50701,60,45,40,15,15,15,45,90,60,45,45
50702,60,45,40,15,15,15,45,90,60,45,60
50703,60,45,40,15,15,15,45,90,60,60,30
50704,60,45,40,15,15,15,45,90,60,60,45
50705,60,45,40,15,15,15,45,90,60,60,60
50706,60,45,40,15,15,30,30,30,30,30,30
50707,60,45,40,15,15,30,30,30,30,30,45
50708,60,45,40,15,15,30,30,30,30,30,60
50709,60,45,40,15,15,30,30,30,30,45,30
50710,60,45,40,15,15,30,30,30,30,45,45
50711,60,45,40,15,15,30,30,30,30,45,60
50712,60,45,40,15,15,30,30,30,30,60,30
50713,60,45,40,15,15,30,30,30,30,60,45
50714,60,45,40,15,15,30,30,30,30,60,60
50715,60,45,40,15,15,30,30,30,45,30,30
50716,60,45,40,15,15,30,30,30,45,30,45
50717,60,45,40,15,15,30,30,30,45,30,60
50718,60,45,40,15,15,30,30,30,45,45,30
50719,60,45,40,15,15,30,30,30,45,45,45
50720,60,45,40,15,15,30,30,30,45,45,60
50721,60,45,40,15,15,30,30,30,45,60,30
50722,60,45,40,15,15,30,30,30,45,60,45
50723,60,45,40,15,15,30,30,30,45,60,60
50724,60,45,40,15,15,30,30,30,60,30,30
50725,60,45,40,15,15,30,30,30,60,30,45
50726,60,45,40,15,15,30,30,30,60,30,60
50727,60,45,40,15,15,30,30,30,60,45,30
50728,60,45,40,15,15,30,30,30,60,45,45
50729,60,45,40,15,15,30,30,30,60,45,60
50730,60,45,40,15,15,30,30,30,60,60,30
50731,60,45,40,15,15,30,30,30,60,60,45
50732,60,45,40,15,15,30,30,30,60,60,60
50733,60,45,40,15,15,30,30,60,30,30,30
50734,60,45,40,15,15,30,30,60,30,30,45
50735,60,45,40,15,15,30,30,60,30,30,60
50736,60,45,40,15,15,30,30,60,30,45,30
50737,60,45,40,15,15,30,30,60,30,45,45
50738,60,45,40,15,15,30,30,60,30,45,60
50739,60,45,40,15,15,30,30,60,30,60,30
50740,60,45,40,15,15,30,30,60,30,60,45
50741,60,45,40,15,15,30,30,60,30,60,60
50742,60,45,40,15,15,30,30,60,45,30,30
50743,60,45,40,15,15,30,30,60,45,30,45
50744,60,45,40,15,15,30,30,60,45,30,60
50745,60,45,40,15,15,30,30,60,45,45,30
50746,60,45,40,15,15,30,30,60,45,45,45
50747,60,45,40,15,15,30,30,60,45,45,60
50748,60,45,40,15,15,30,30,60,45,60,30
50749,60,45,40,15,15,30,30,60,45,60,45
50750,60,45,40,15,15,30,30,60,45,60,60
50751,60,45,40,15,15,30,30,60,60,30,30
50752,60,45,40,15,15,30,30,60,60,30,45
50753,60,45,40,15,15,30,30,60,60,30,60
50754,60,45,40,15,15,30,30,60,60,45,30
50755,60,45,40,15,15,30,30,60,60,45,45
50756,60,45,40,15,15,30,30,60,60,45,60
50757,60,45,40,15,15,30,30,60,60,60,30
50758,60,45,40,15,15,30,30,60,60,60,45
50759,60,45,40,15,15,30,30,60,60,60,60
50760,60,45,40,15,15,30,30,90,30,30,30
50761,60,45,40,15,15,30,30,90,30,30,45
50762,60,45,40,15,15,30,30,90,30,30,60
50763,60,45,40,15,15,30,30,90,30,45,30
50764,60,45,40,15,15,30,30,90,30,45,45
50765,60,45,40,15,15,30,30,90,30,45,60
50766,60,45,40,15,15,30,30,90,30,60,30
50767,60,45,40,15,15,30,30,90,30,60,45
50768,60,45,40,15,15,30,30,90,30,60,60
50769,60,45,40,15,15,30,30,90,45,30,30
50770,60,45,40,15,15,30,30,90,45,30,45
50771,60,45,40,15,15,30,30,90,45,30,60
50772,60,45,40,15,15,30,30,90,45,45,30
50773,60,45,40,15,15,30,30,90,45,45,45
50774,60,45,40,15,15,30,30,90,45,45,60
50775,60,45,40,15,15,30,30,90,45,60,30
50776,60,45,40,15,15,30,30,90,45,60,45
50777,60,45,40,15,15,30,30,90,45,60,60
50778,60,45,40,15,15,30,30,90,60,30,30
50779,60,45,40,15,15,30,30,90,60,30,45
50780,60,45,40,15,15,30,30,90,60,30,60
50781,60,45,40,15,15,30,30,90,60,45,30
50782,60,45,40,15,15,30,30,90,60,45,45
50783,60,45,40,15,15,30,30,90,60,45,60
50784,60,45,40,15,15,30,30,90,60,60,30
50785,60,45,40,15,15,30,30,90,60,60,45
50786,60,45,40,15,15,30,30,90,60,60,60
50787,60,45,40,15,15,30,45,30,30,30,30
50788,60,45,40,15,15,30,45,30,30,30,45
50789,60,45,40,15,15,30,45,30,30,30,60
50790,60,45,40,15,15,30,45,30,30,45,30
50791,60,45,40,15,15,30,45,30,30,45,45
50792,60,45,40,15,15,30,45,30,30,45,60
50793,60,45,40,15,15,30,45,30,30,60,30
50794,60,45,40,15,15,30,45,30,30,60,45
50795,60,45,40,15,15,30,45,30,30,60,60
50796,60,45,40,15,15,30,45,30,45,30,30
50797,60,45,40,15,15,30,45,30,45,30,45
50798,60,45,40,15,15,30,45,30,45,30,60
50799,60,45,40,15,15,30,45,30,45,45,30
50800,60,45,40,15,15,30,45,30,45,45,45
50801,60,45,40,15,15,30,45,30,45,45,60
50802,60,45,40,15,15,30,45,30,45,60,30
50803,60,45,40,15,15,30,45,30,45,60,45
50804,60,45,40,15,15,30,45,30,45,60,60
50805,60,45,40,15,15,30,45,30,60,30,30
50806,60,45,40,15,15,30,45,30,60,30,45
50807,60,45,40,15,15,30,45,30,60,30,60
50808,60,45,40,15,15,30,45,30,60,45,30
50809,60,45,40,15,15,30,45,30,60,45,45
50810,60,45,40,15,15,30,45,30,60,45,60
50811,60,45,40,15,15,30,45,30,60,60,30
50812,60,45,40,15,15,30,45,30,60,60,45
50813,60,45,40,15,15,30,45,30,60,60,60
50814,60,45,40,15,15,30,45,60,30,30,30
50815,60,45,40,15,15,30,45,60,30,30,45
50816,60,45,40,15,15,30,45,60,30,30,60
50817,60,45,40,15,15,30,45,60,30,45,30
50818,60,45,40,15,15,30,45,60,30,45,45
50819,60,45,40,15,15,30,45,60,30,45,60
50820,60,45,40,15,15,30,45,60,30,60,30
50821,60,45,40,15,15,30,45,60,30,60,45
50822,60,45,40,15,15,30,45,60,30,60,60
50823,60,45,40,15,15,30,45,60,45,30,30
50824,60,45,40,15,15,30,45,60,45,30,45
50825,60,45,40,15,15,30,45,60,45,30,60
50826,60,45,40,15,15,30,45,60,45,45,30
50827,60,45,40,15,15,30,45,60,45,45,45
50828,60,45,40,15,15,30,45,60,45,45,60
50829,60,45,40,15,15,30,45,60,45,60,30
50830,60,45,40,15,15,30,45,60,45,60,45
50831,60,45,40,15,15,30,45,60,45,60,60
50832,60,45,40,15,15,30,45,60,60,30,30
50833,60,45,40,15,15,30,45,60,60,30,45
50834,60,45,40,15,15,30,45,60,60,30,60
50835,60,45,40,15,15,30,45,60,60,45,30
50836,60,45,40,15,15,30,45,60,60,45,45
50837,60,45,40,15,15,30,45,60,60,45,60
50838,60,45,40,15,15,30,45,60,60,60,30
50839,60,45,40,15,15,30,45,60,60,60,45
50840,60,45,40,15,15,30,45,60,60,60,60
50841,60,45,40,15,15,30,45,90,30,30,30
50842,60,45,40,15,15,30,45,90,30,30,45
50843,60,45,40,15,15,30,45,90,30,30,60
50844,60,45,40,15,15,30,45,90,30,45,30
50845,60,45,40,15,15,30,45,90,30,45,45
50846,60,45,40,15,15,30,45,90,30,45,60
50847,60,45,40,15,15,30,45,90,30,60,30
50848,60,45,40,15,15,30,45,90,30,60,45
50849,60,45,40,15,15,30,45,90,30,60,60
50850,60,45,40,15,15,30,45,90,45,30,30
50851,60,45,40,15,15,30,45,90,45,30,45
50852,60,45,40,15,15,30,45,90,45,30,60
50853,60,45,40,15,15,30,45,90,45,45,30
50854,60,45,40,15,15,30,45,90,45,45,45
50855,60,45,40,15,15,30,45,90,45,45,60
50856,60,45,40,15,15,30,45,90,45,60,30
50857,60,45,40,15,15,30,45,90,45,60,45
50858,60,45,40,15,15,30,45,90,45,60,60
50859,60,45,40,15,15,30,45,90,60,30,30
50860,60,45,40,15,15,30,45,90,60,30,45
50861,60,45,40,15,15,30,45,90,60,30,60
50862,60,45,40,15,15,30,45,90,60,45,30
50863,60,45,40,15,15,30,45,90,60,45,45
50864,60,45,40,15,15,30,45,90,60,45,60
50865,60,45,40,15,15,30,45,90,60,60,30
50866,60,45,40,15,15,30,45,90,60,60,45
50867,60,45,40,15,15,30,45,90,60,60,60
50868,60,45,40,15,30,15,30,30,30,30,30
50869,60,45,40,15,30,15,30,30,30,30,45
50870,60,45,40,15,30,15,30,30,30,30,60
50871,60,45,40,15,30,15,30,30,30,45,30
50872,60,45,40,15,30,15,30,30,30,45,45
50873,60,45,40,15,30,15,30,30,30,45,60
50874,60,45,40,15,30,15,30,30,30,60,30
50875,60,45,40,15,30,15,30,30,30,60,45
50876,60,45,40,15,30,15,30,30,30,60,60
50877,60,45,40,15,30,15,30,30,45,30,30
50878,60,45,40,15,30,15,30,30,45,30,45
50879,60,45,40,15,30,15,30,30,45,30,60
50880,60,45,40,15,30,15,30,30,45,45,30
50881,60,45,40,15,30,15,30,30,45,45,45
50882,60,45,40,15,30,15,30,30,45,45,60
50883,60,45,40,15,30,15,30,30,45,60,30
50884,60,45,40,15,30,15,30,30,45,60,45
50885,60,45,40,15,30,15,30,30,45,60,60
50886,60,45,40,15,30,15,30,30,60,30,30
50887,60,45,40,15,30,15,30,30,60,30,45
50888,60,45,40,15,30,15,30,30,60,30,60
50889,60,45,40,15,30,15,30,30,60,45,30
50890,60,45,40,15,30,15,30,30,60,45,45
50891,60,45,40,15,30,15,30,30,60,45,60
50892,60,45,40,15,30,15,30,30,60,60,30
50893,60,45,40,15,30,15,30,30,60,60,45
50894,60,45,40,15,30,15,30,30,60,60,60
50895,60,45,40,15,30,15,30,60,30,30,30
50896,60,45,40,15,30,15,30,60,30,30,45
50897,60,45,40,15,30,15,30,60,30,30,60
50898,60,45,40,15,30,15,30,60,30,45,30
50899,60,45,40,15,30,15,30,60,30,45,45
50900,60,45,40,15,30,15,30,60,30,45,60
50901,60,45,40,15,30,15,30,60,30,60,30
50902,60,45,40,15,30,15,30,60,30,60,45
50903,60,45,40,15,30,15,30,60,30,60,60
50904,60,45,40,15,30,15,30,60,45,30,30
50905,60,45,40,15,30,15,30,60,45,30,45
50906,60,45,40,15,30,15,30,60,45,30,60
50907,60,45,40,15,30,15,30,60,45,45,30
50908,60,45,40,15,30,15,30,60,45,45,45
50909,60,45,40,15,30,15,30,60,45,45,60
50910,60,45,40,15,30,15,30,60,45,60,30
50911,60,45,40,15,30,15,30,60,45,60,45
50912,60,45,40,15,30,15,30,60,45,60,60
50913,60,45,40,15,30,15,30,60,60,30,30
50914,60,45,40,15,30,15,30,60,60,30,45
50915,60,45,40,15,30,15,30,60,60,30,60
50916,60,45,40,15,30,15,30,60,60,45,30
50917,60,45,40,15,30,15,30,60,60,45,45
50918,60,45,40,15,30,15,30,60,60,45,60
50919,60,45,40,15,30,15,30,60,60,60,30
50920,60,45,40,15,30,15,30,60,60,60,45
50921,60,45,40,15,30,15,30,60,60,60,60
50922,60,45,40,15,30,15,30,90,30,30,30
50923,60,45,40,15,30,15,30,90,30,30,45
50924,60,45,40,15,30,15,30,90,30,30,60
50925,60,45,40,15,30,15,30,90,30,45,30
50926,60,45,40,15,30,15,30,90,30,45,45
50927,60,45,40,15,30,15,30,90,30,45,60
50928,60,45,40,15,30,15,30,90,30,60,30
50929,60,45,40,15,30,15,30,90,30,60,45
50930,60,45,40,15,30,15,30,90,30,60,60
50931,60,45,40,15,30,15,30,90,45,30,30
50932,60,45,40,15,30,15,30,90,45,30,45
50933,60,45,40,15,30,15,30,90,45,30,60
50934,60,45,40,15,30,15,30,90,45,45,30
50935,60,45,40,15,30,15,30,90,45,45,45
50936,60,45,40,15,30,15,30,90,45,45,60
50937,60,45,40,15,30,15,30,90,45,60,30
50938,60,45,40,15,30,15,30,90,45,60,45
50939,60,45,40,15,30,15,30,90,45,60,60
50940,60,45,40,15,30,15,30,90,60,30,30
50941,60,45,40,15,30,15,30,90,60,30,45
50942,60,45,40,15,30,15,30,90,60,30,60
50943,60,45,40,15,30,15,30,90,60,45,30
50944,60,45,40,15,30,15,30,90,60,45,45
50945,60,45,40,15,30,15,30,90,60,45,60
50946,60,45,40,15,30,15,30,90,60,60,30
50947,60,45,40,15,30,15,30,90,60,60,45
50948,60,45,40,15,30,15,30,90,60,60,60
50949,60,45,40,15,30,15,45,30,30,30,30
50950,60,45,40,15,30,15,45,30,30,30,45
50951,60,45,40,15,30,15,45,30,30,30,60
50952,60,45,40,15,30,15,45,30,30,45,30
50953,60,45,40,15,30,15,45,30,30,45,45
50954,60,45,40,15,30,15,45,30,30,45,60
50955,60,45,40,15,30,15,45,30,30,60,30
50956,60,45,40,15,30,15,45,30,30,60,45
50957,60,45,40,15,30,15,45,30,30,60,60
50958,60,45,40,15,30,15,45,30,45,30,30
50959,60,45,40,15,30,15,45,30,45,30,45
50960,60,45,40,15,30,15,45,30,45,30,60
50961,60,45,40,15,30,15,45,30,45,45,30
50962,60,45,40,15,30,15,45,30,45,45,45
50963,60,45,40,15,30,15,45,30,45,45,60
50964,60,45,40,15,30,15,45,30,45,60,30
50965,60,45,40,15,30,15,45,30,45,60,45
50966,60,45,40,15,30,15,45,30,45,60,60
50967,60,45,40,15,30,15,45,30,60,30,30
50968,60,45,40,15,30,15,45,30,60,30,45
50969,60,45,40,15,30,15,45,30,60,30,60
50970,60,45,40,15,30,15,45,30,60,45,30
50971,60,45,40,15,30,15,45,30,60,45,45
50972,60,45,40,15,30,15,45,30,60,45,60
50973,60,45,40,15,30,15,45,30,60,60,30
50974,60,45,40,15,30,15,45,30,60,60,45
50975,60,45,40,15,30,15,45,30,60,60,60
50976,60,45,40,15,30,15,45,60,30,30,30
50977,60,45,40,15,30,15,45,60,30,30,45
50978,60,45,40,15,30,15,45,60,30,30,60
50979,60,45,40,15,30,15,45,60,30,45,30
50980,60,45,40,15,30,15,45,60,30,45,45
50981,60,45,40,15,30,15,45,60,30,45,60
50982,60,45,40,15,30,15,45,60,30,60,30
50983,60,45,40,15,30,15,45,60,30,60,45
50984,60,45,40,15,30,15,45,60,30,60,60
50985,60,45,40,15,30,15,45,60,45,30,30
50986,60,45,40,15,30,15,45,60,45,30,45
50987,60,45,40,15,30,15,45,60,45,30,60
50988,60,45,40,15,30,15,45,60,45,45,30
50989,60,45,40,15,30,15,45,60,45,45,45
50990,60,45,40,15,30,15,45,60,45,45,60
50991,60,45,40,15,30,15,45,60,45,60,30
50992,60,45,40,15,30,15,45,60,45,60,45
50993,60,45,40,15,30,15,45,60,45,60,60
50994,60,45,40,15,30,15,45,60,60,30,30
50995,60,45,40,15,30,15,45,60,60,30,45
50996,60,45,40,15,30,15,45,60,60,30,60
50997,60,45,40,15,30,15,45,60,60,45,30
50998,60,45,40,15,30,15,45,60,60,45,45
50999,60,45,40,15,30,15,45,60,60,45,60
51000,60,45,40,15,30,15,45,60,60,60,30
51001,60,45,40,15,30,15,45,60,60,60,45
51002,60,45,40,15,30,15,45,60,60,60,60
51003,60,45,40,15,30,15,45,90,30,30,30
51004,60,45,40,15,30,15,45,90,30,30,45
51005,60,45,40,15,30,15,45,90,30,30,60
51006,60,45,40,15,30,15,45,90,30,45,30
51007,60,45,40,15,30,15,45,90,30,45,45
51008,60,45,40,15,30,15,45,90,30,45,60
51009,60,45,40,15,30,15,45,90,30,60,30
51010,60,45,40,15,30,15,45,90,30,60,45
51011,60,45,40,15,30,15,45,90,30,60,60
51012,60,45,40,15,30,15,45,90,45,30,30
51013,60,45,40,15,30,15,45,90,45,30,45
51014,60,45,40,15,30,15,45,90,45,30,60
51015,60,45,40,15,30,15,45,90,45,45,30
51016,60,45,40,15,30,15,45,90,45,45,45
51017,60,45,40,15,30,15,45,90,45,45,60
51018,60,45,40,15,30,15,45,90,45,60,30
51019,60,45,40,15,30,15,45,90,45,60,45
51020,60,45,40,15,30,15,45,90,45,60,60
51021,60,45,40,15,30,15,45,90,60,30,30
51022,60,45,40,15,30,15,45,90,60,30,45
51023,60,45,40,15,30,15,45,90,60,30,60
51024,60,45,40,15,30,15,45,90,60,45,30
51025,60,45,40,15,30,15,45,90,60,45,45
51026,60,45,40,15,30,15,45,90,60,45,60
51027,60,45,40,15,30,15,45,90,60,60,30
51028,60,45,40,15,30,15,45,90,60,60,45
51029,60,45,40,15,30,15,45,90,60,60,60
51030,60,45,40,15,30,30,30,30,30,30,30
51031,60,45,40,15,30,30,30,30,30,30,45
51032,60,45,40,15,30,30,30,30,30,30,60
51033,60,45,40,15,30,30,30,30,30,45,30
51034,60,45,40,15,30,30,30,30,30,45,45
51035,60,45,40,15,30,30,30,30,30,45,60
51036,60,45,40,15,30,30,30,30,30,60,30
51037,60,45,40,15,30,30,30,30,30,60,45
51038,60,45,40,15,30,30,30,30,30,60,60
51039,60,45,40,15,30,30,30,30,45,30,30
51040,60,45,40,15,30,30,30,30,45,30,45
51041,60,45,40,15,30,30,30,30,45,30,60
51042,60,45,40,15,30,30,30,30,45,45,30
51043,60,45,40,15,30,30,30,30,45,45,45
51044,60,45,40,15,30,30,30,30,45,45,60
51045,60,45,40,15,30,30,30,30,45,60,30
51046,60,45,40,15,30,30,30,30,45,60,45
51047,60,45,40,15,30,30,30,30,45,60,60
51048,60,45,40,15,30,30,30,30,60,30,30
51049,60,45,40,15,30,30,30,30,60,30,45
51050,60,45,40,15,30,30,30,30,60,30,60
51051,60,45,40,15,30,30,30,30,60,45,30
51052,60,45,40,15,30,30,30,30,60,45,45
51053,60,45,40,15,30,30,30,30,60,45,60
51054,60,45,40,15,30,30,30,30,60,60,30
51055,60,45,40,15,30,30,30,30,60,60,45
51056,60,45,40,15,30,30,30,30,60,60,60
51057,60,45,40,15,30,30,30,60,30,30,30
51058,60,45,40,15,30,30,30,60,30,30,45
51059,60,45,40,15,30,30,30,60,30,30,60
51060,60,45,40,15,30,30,30,60,30,45,30
51061,60,45,40,15,30,30,30,60,30,45,45
51062,60,45,40,15,30,30,30,60,30,45,60
51063,60,45,40,15,30,30,30,60,30,60,30
51064,60,45,40,15,30,30,30,60,30,60,45
51065,60,45,40,15,30,30,30,60,30,60,60
51066,60,45,40,15,30,30,30,60,45,30,30
51067,60,45,40,15,30,30,30,60,45,30,45
51068,60,45,40,15,30,30,30,60,45,30,60
51069,60,45,40,15,30,30,30,60,45,45,30
51070,60,45,40,15,30,30,30,60,45,45,45
51071,60,45,40,15,30,30,30,60,45,45,60
51072,60,45,40,15,30,30,30,60,45,60,30
51073,60,45,40,15,30,30,30,60,45,60,45
51074,60,45,40,15,30,30,30,60,45,60,60
51075,60,45,40,15,30,30,30,60,60,30,30
51076,60,45,40,15,30,30,30,60,60,30,45
51077,60,45,40,15,30,30,30,60,60,30,60
51078,60,45,40,15,30,30,30,60,60,45,30
51079,60,45,40,15,30,30,30,60,60,45,45
51080,60,45,40,15,30,30,30,60,60,45,60
51081,60,45,40,15,30,30,30,60,60,60,30
51082,60,45,40,15,30,30,30,60,60,60,45
51083,60,45,40,15,30,30,30,60,60,60,60
51084,60,45,40,15,30,30,30,90,30,30,30
51085,60,45,40,15,30,30,30,90,30,30,45
51086,60,45,40,15,30,30,30,90,30,30,60
51087,60,45,40,15,30,30,30,90,30,45,30
51088,60,45,40,15,30,30,30,90,30,45,45
51089,60,45,40,15,30,30,30,90,30,45,60
51090,60,45,40,15,30,30,30,90,30,60,30
51091,60,45,40,15,30,30,30,90,30,60,45
51092,60,45,40,15,30,30,30,90,30,60,60
51093,60,45,40,15,30,30,30,90,45,30,30
51094,60,45,40,15,30,30,30,90,45,30,45
51095,60,45,40,15,30,30,30,90,45,30,60
51096,60,45,40,15,30,30,30,90,45,45,30
51097,60,45,40,15,30,30,30,90,45,45,45
51098,60,45,40,15,30,30,30,90,45,45,60
51099,60,45,40,15,30,30,30,90,45,60,30
51100,60,45,40,15,30,30,30,90,45,60,45
51101,60,45,40,15,30,30,30,90,45,60,60
51102,60,45,40,15,30,30,30,90,60,30,30
